군구분,검사구분코드,검사지침구분,검사지침코드,검사지침코드명,자격면허등급
해군,3000,자격,7796,컴퓨터그래픽스운용기능사,기능사급
해군,1012,자격,7796,컴퓨터그래픽스운용기능사,
해군,1004,자격,7796,컴퓨터그래픽스운용기능사,
육군,4111,자격,F796,컴퓨터그래픽스운용기능사,기능사급
육군,4111,자격,7796,컴퓨터그래픽스운용기능사,기능사급
육군,4101,자격,F796,컴퓨터그래픽스운용기능사,기능사급
육군,4101,자격,7796,컴퓨터그래픽스운용기능사,기능사급
육군,0052,자격,7796,컴퓨터그래픽스운용기능사,기능사급
육군,0052,자격,F796,컴퓨터그래픽스운용기능사,기능사급
육군,0051,자격,7796,컴퓨터그래픽스운용기능사,기능사급
육군,0051,자격,F796,컴퓨터그래픽스운용기능사,기능사급
공군,BJ09,자격,7796,컴퓨터그래픽스운용기능사,기능사급
공군,BJ03,자격,7796,컴퓨터그래픽스운용기능사,기능사급
공군,BJ01,자격,7796,컴퓨터그래픽스운용기능사,기능사급
공군,BJ01,자격,F796,컴퓨터그래픽스운용기능사,기능사급
공군,1005,자격,7796,컴퓨터그래픽스운용기능사,
해병,BJ20,자격,2982,컬러리스트산업기사,산업기사급
해병,BJ01,자격,2982,컬러리스트산업기사,산업기사급
해군,BJ01,자격,2982,컬러리스트산업기사,산업기사급
공군,BJ06,자격,2982,컬러리스트산업기사,산업기사급
공군,BJ01,자격,C982,컬러리스트산업기사,산업기사급
공군,BJ01,자격,2982,컬러리스트산업기사,산업기사급
해병,BJ20,자격,1982,컬러리스트기사,기사급이상
해병,BJ01,자격,1982,컬러리스트기사,기사급이상
해군,BJ01,자격,1982,컬러리스트기사,기사급이상
공군,BJ06,자격,1982,컬러리스트기사,기사급이상
해병,BJ20,자격,7835,컨테이너크레인운전기능사,기능사급
해병,BJ06,자격,7835,컨테이너크레인운전기능사,기능사급
해병,BJ05,자격,7835,컨테이너크레인운전기능사,기능사급
해병,BJ01,자격,7835,컨테이너크레인운전기능사,기능사급
해군,BJ05,자격,7835,컨테이너크레인운전기능사,기능사급
해군,BJ01,자격,7835,컨테이너크레인운전기능사,기능사급
해병,BJ20,자격,9536,컨벤션기획사2급,기사급이상
해병,BJ01,자격,9536,컨벤션기획사2급,기사급이상
해군,BJ01,자격,9536,컨벤션기획사2급,기사급이상
육군,1022,자격,9536,컨벤션기획사2급,기사급이상
육군,1022,자격,G536,컨벤션기획사2급,기사급이상
공군,BJ01,자격,9536,컨벤션기획사2급,일반면허공인
해병,BJ20,자격,L50E,컨벤션기획_L5,기사급이상
해병,BJ20,자격,5L0C,컨벤션기획_L5,기사급이상
해병,BJ20,자격,L55E,컨벤션기획_L5,기사급이상
해병,BJ01,자격,L55E,컨벤션기획_L5,기사급이상
해병,BJ01,자격,5L0C,컨벤션기획_L5,기사급이상
해병,BJ01,자격,L50E,컨벤션기획_L5,기사급이상
해군,BJ01,자격,5L0C,컨벤션기획_L5,기사급이상
해군,BJ01,자격,L55E,컨벤션기획_L5,기사급이상
해군,BJ01,자격,L50E,컨벤션기획_L5,기사급이상
공군,BJ01,자격,5L0C,컨벤션기획_L5,기사급이상
공군,BJ01,자격,L50E,컨벤션기획_L5,기사급이상
공군,BJ01,자격,L55E,컨벤션기획_L5,기사급이상
해병,BJ20,자격,L35M,컨벤션기획_L3,산업기사급
해병,BJ20,자격,3L0O,컨벤션기획_L3,산업기사급
해병,BJ20,자격,L30M,컨벤션기획_L3,산업기사급
해병,BJ01,자격,L30M,컨벤션기획_L3,산업기사급
해병,BJ01,자격,L35M,컨벤션기획_L3,산업기사급
해병,BJ01,자격,3L0O,컨벤션기획_L3,산업기사급
해군,BJ01,자격,3L0O,컨벤션기획_L3,산업기사급
해군,BJ01,자격,L30M,컨벤션기획_L3,산업기사급
해군,BJ01,자격,L35M,컨벤션기획_L3,산업기사급
공군,BJ01,자격,3L0O,컨벤션기획_L3,산업기사급
공군,BJ01,자격,L30M,컨벤션기획_L3,산업기사급
공군,BJ01,자격,L35M,컨벤션기획_L3,산업기사급
해병,BJ01,면허,A0608,커피바리스타,일반면허비공인
해군,BJ01,면허,A0608,커피바리스타,일반면허비공인
공군,BJ01,면허,A0608,커피바리스타,일반면허비공인
해병,BJ20,자격,H35S,캐릭터제작_L3,산업기사급
해병,BJ01,자격,H35S,캐릭터제작_L3,산업기사급
해군,BJ01,자격,H35S,캐릭터제작_L3,산업기사급
공군,BJ01,자격,H35S,캐릭터제작_L3,산업기사급
해병,BJ20,자격,H30S,캐릭터 제작_L3,산업기사급
해병,BJ20,자격,3H0K,캐릭터 제작_L3,산업기사급
해병,BJ01,자격,3H0K,캐릭터 제작_L3,산업기사급
해병,BJ01,자격,H30S,캐릭터 제작_L3,산업기사급
해군,BJ01,자격,H30S,캐릭터 제작_L3,산업기사급
해군,BJ01,자격,3H0K,캐릭터 제작_L3,산업기사급
공군,BJ01,자격,3H0K,캐릭터 제작_L3,산업기사급
공군,BJ01,자격,H30S,캐릭터 제작_L3,산업기사급
해군,BJ01,면허,A0494,캐드운용전문가,일반면허비공인
육군,7012,면허,A0494,캐드운용전문가,일반면허공인
공군,BJ07,면허,A0494,캐드운용전문가,일반면허비공인
해병,BJ20,자격,3L0M,카지노딜러_L3,산업기사급
해병,BJ20,자격,L35K,카지노딜러_L3,산업기사급
해병,BJ20,자격,L30K,카지노딜러_L3,산업기사급
해병,BJ20,자격,L33K,카지노딜러_L3,산업기사급
해병,BJ01,자격,L30K,카지노딜러_L3,산업기사급
해병,BJ01,자격,L35K,카지노딜러_L3,산업기사급
해병,BJ01,자격,L33K,카지노딜러_L3,산업기사급
해병,BJ01,자격,3L0M,카지노딜러_L3,산업기사급
해군,BJ01,자격,L33K,카지노딜러_L3,산업기사급
해군,BJ01,자격,3L0M,카지노딜러_L3,산업기사급
해군,BJ01,자격,L35K,카지노딜러_L3,산업기사급
해군,BJ01,자격,L30K,카지노딜러_L3,산업기사급
공군,BJ01,자격,L30K,카지노딜러_L3,산업기사급
공군,BJ01,자격,L35K,카지노딜러_L3,산업기사급
공군,BJ01,자격,L33K,카지노딜러_L3,산업기사급
공군,BJ01,자격,3L0M,카지노딜러_L3,산업기사급
해병,BJ20,자격,L43A,카지노기획개발_L4,산업기사급
해병,BJ20,자격,L40A,카지노기획개발_L4,산업기사급
해병,BJ20,자격,4L0C,카지노기획개발_L4,산업기사급
해병,BJ20,자격,L45A,카지노기획개발_L4,산업기사급
해병,BJ01,자격,L40A,카지노기획개발_L4,산업기사급
해병,BJ01,자격,4L0C,카지노기획개발_L4,산업기사급
해병,BJ01,자격,L43A,카지노기획개발_L4,산업기사급
해병,BJ01,자격,L45A,카지노기획개발_L4,산업기사급
해군,BJ01,자격,L45A,카지노기획개발_L4,산업기사급
해군,BJ01,자격,L43A,카지노기획개발_L4,산업기사급
해군,BJ01,자격,L40A,카지노기획개발_L4,산업기사급
해군,BJ01,자격,4L0C,카지노기획개발_L4,산업기사급
공군,BJ01,자격,L45A,카지노기획개발_L4,산업기사급
공군,BJ01,자격,L40A,카지노기획개발_L4,산업기사급
공군,BJ01,자격,4L0C,카지노기획개발_L4,산업기사급
공군,BJ01,자격,L43A,카지노기획개발_L4,산업기사급
해병,BJ07,자격,6286,카일렉트로닉스기능사,기능사급
해병,3105,자격,6286,카일렉트로닉스기능사,기능사급
해군,BJ07,자격,6286,카일렉트로닉스기능사,기능사급
해군,3009,자격,6286,카일렉트로닉스기능사,기능사급
육군,C012,자격,6286,카일렉트로닉스기능사,기능사급
육군,7051,자격,6286,카일렉트로닉스기능사,기능사급
공군,BJ20,자격,6286,카일렉트로닉스기능사,기능사급
해병,BJ20,자격,2614,침투비파괴검사산업기사,산업기사급
해병,BJ07,자격,2614,침투비파괴검사산업기사,산업기사급
해병,BJ01,자격,2614,침투비파괴검사산업기사,산업기사급
해병,3105,자격,2614,침투비파괴검사산업기사,산업기사급
해병,3104,자격,2614,침투비파괴검사산업기사,산업기사급
해군,BJ11,자격,2614,침투비파괴검사산업기사,산업기사급
해군,BJ07,자격,2614,침투비파괴검사산업기사,산업기사급
해군,BJ01,자격,2614,침투비파괴검사산업기사,산업기사급
해군,3009,자격,2614,침투비파괴검사산업기사,산업기사급
해군,3005,자격,2614,침투비파괴검사산업기사,산업기사급
육군,7031,자격,2614,침투비파괴검사산업기사,산업기사급
공군,BJ07,자격,2614,침투비파괴검사산업기사,산업기사급
공군,BJ01,자격,2614,침투비파괴검사산업기사,산업기사급
해병,BJ20,자격,1614,침투비파괴검사기사,기사급이상
해병,BJ07,자격,1614,침투비파괴검사기사,기사급이상
해병,BJ01,자격,1614,침투비파괴검사기사,기사급이상
해병,3105,자격,1614,침투비파괴검사기사,기사급이상
해병,3104,자격,1614,침투비파괴검사기사,기사급이상
해군,BJ11,자격,1614,침투비파괴검사기사,기사급이상
해군,BJ07,자격,1614,침투비파괴검사기사,기사급이상
해군,BJ01,자격,1614,침투비파괴검사기사,기사급이상
해군,3009,자격,1614,침투비파괴검사기사,기사급이상
해군,3005,자격,1614,침투비파괴검사기사,기사급이상
육군,7031,자격,1614,침투비파괴검사기사,기사급이상
공군,BJ07,자격,1614,침투비파괴검사기사,기사급이상
공군,BJ01,자격,1614,침투비파괴검사기사,기사급이상
공군,BJ01,자격,1614,침투비파괴검사기사,기사급이상
해병,BJ20,자격,7474,침투비파괴검사기능사,기능사급
해병,BJ07,자격,7474,침투비파괴검사기능사,기능사급
해병,BJ01,자격,7474,침투비파괴검사기능사,기능사급
해병,3105,자격,7474,침투비파괴검사기능사,기능사급
해병,3104,자격,7474,침투비파괴검사기능사,기능사급
해군,BJ11,자격,7474,침투비파괴검사기능사,기능사급
해군,BJ07,자격,7474,침투비파괴검사기능사,기능사급
해군,BJ01,자격,7474,침투비파괴검사기능사,기능사급
해군,3009,자격,7474,침투비파괴검사기능사,기능사급
해군,3005,자격,7474,침투비파괴검사기능사,기능사급
육군,7031,자격,7474,침투비파괴검사기능사,기능사급
공군,BJ07,자격,7474,침투비파괴검사기능사,기능사급
공군,BJ01,자격,7474,침투비파괴검사기능사,기능사급
해병,BJ02,자격,9040,침염기능사보,기능사급
해병,3104,자격,9040,침염기능사보,기능사급
해군,BJ02,자격,9040,침염기능사보,기능사급
해군,3008,자격,9040,침염기능사보,기능사급
해군,1008,자격,9040,침염기능사보,
공군,BJ02,자격,9040,침염기능사보,기능사급
공군,1006,자격,9040,침염기능사보,기능사급
육군,3031,자격,7432,칠기기능사,기능사급
육군,3011,자격,7432,칠기기능사,기능사급
공군,BJ06,자격,7432,칠기기능사,기능사급
해병,BJ20,자격,V35D,칠공예_L3,산업기사급
해병,BJ20,자격,3V0L,칠공예_L3,산업기사급
해병,BJ20,자격,V33D,칠공예_L3,산업기사급
해병,BJ20,자격,V30D,칠공예_L3,산업기사급
해병,BJ01,자격,3V0L,칠공예_L3,산업기사급
해병,BJ01,자격,V30D,칠공예_L3,산업기사급
해병,BJ01,자격,V33D,칠공예_L3,산업기사급
해병,BJ01,자격,V35D,칠공예_L3,산업기사급
해군,BJ01,자격,V33D,칠공예_L3,산업기사급
해군,BJ01,자격,3V0L,칠공예_L3,산업기사급
해군,BJ01,자격,V30D,칠공예_L3,산업기사급
해군,BJ01,자격,V35D,칠공예_L3,산업기사급
공군,BJ01,자격,V30D,칠공예_L3,산업기사급
공군,BJ01,자격,V35D,칠공예_L3,산업기사급
공군,BJ01,자격,3V0L,칠공예_L3,산업기사급
공군,BJ01,자격,V33D,칠공예_L3,산업기사급
해군,BJ04,면허,0103,치과의사,기사급이상
해군,BJ04,자격,0735,치과의사,기사급이상
해군,3013,면허,0103,치과의사,일반면허공인
육군,A021,면허,0103,치과의사,기사급이상
육군,A021,자격,0735,치과의사,기사급이상
공군,BJ04,자격,0735,치과의사,기사급이상
공군,BJ04,면허,0103,치과의사,기사급이상
공군,1007,면허,0103,치과의사,기사급이상
공군,1007,면허,0103,치과의사,일반면허공인
공군,1007,자격,0735,치과의사,기사급이상
해군,BJ04,면허,0115,치과위생사,산업기사급
해군,BJ04,자격,6192,치과위생사,산업기사급
해군,3013,면허,0115,치과위생사,일반면허공인
육군,A021,자격,6192,치과위생사,산업기사급
육군,A021,면허,0115,치과위생사,산업기사급
공군,BJ04,면허,0115,치과위생사,산업기사급
공군,1007,면허,0115,치과위생사,일반면허공인
공군,1007,면허,0115,치과위생사,산업기사급
공군,1007,자격,6192,치과위생사,산업기사급
해군,BJ04,자격,6191,치과기공사,산업기사급
해군,BJ04,면허,0124,치과기공사,산업기사급
해군,3013,면허,0124,치과기공사,일반면허공인
육군,A021,자격,6191,치과기공사,산업기사급
육군,A021,면허,0124,치과기공사,산업기사급
공군,BJ04,면허,0124,치과기공사,산업기사급
공군,BJ04,자격,6191,치과기공사,산업기사급
공군,1007,면허,0124,치과기공사,일반면허공인
공군,1007,자격,6191,치과기공사,산업기사급
공군,1007,면허,0124,치과기공사,산업기사급
해군,3013,면허,0111,치과공구사,일반면허공인
공군,1007,면허,0111,치과공구사,일반면허공인
해병,BJ07,면허,1032,치공구제작사,일반면허공인
육군,7011,면허,1032,치공구제작사,일반면허공인
해병,BJ20,자격,2090,치공구설계산업기사,산업기사급
해병,BJ07,자격,2090,치공구설계산업기사,산업기사급
해병,BJ01,자격,2090,치공구설계산업기사,산업기사급
해병,3105,자격,2090,치공구설계산업기사,산업기사급
해군,BJ07,자격,2090,치공구설계산업기사,산업기사급
해군,BJ01,자격,2090,치공구설계산업기사,산업기사급
해군,3009,자격,2090,치공구설계산업기사,산업기사급
육군,7012,자격,2090,치공구설계산업기사,산업기사급
육군,7012,자격,C090,치공구설계산업기사,산업기사급
공군,BJ07,자격,2090,치공구설계산업기사,산업기사급
해병,BJ07,자격,1090,치공구설계기사,기사급이상
해병,3105,자격,1090,치공구설계기사,기사급이상
해군,BJ07,자격,1090,치공구설계기사,기사급이상
해군,3009,자격,1090,치공구설계기사,기사급이상
육군,7012,자격,1090,치공구설계기사,기사급이상
공군,BJ07,자격,1090,치공구설계기사,기사급이상
해병,BJ20,자격,2330,측량및지형공간정보산업기사,산업기사급
해병,BJ07,자격,2330,측량및지형공간정보산업기사,산업기사급
해병,BJ06,자격,2330,측량및지형공간정보산업기사,산업기사급
해병,BJ01,자격,2330,측량및지형공간정보산업기사,산업기사급
해병,3103,자격,2330,측량및지형공간정보산업기사,산업기사급
해군,BJ06,자격,2330,측량및지형공간정보산업기사,산업기사급
해군,BJ01,자격,2330,측량및지형공간정보산업기사,산업기사급
해군,3007,자격,2330,측량및지형공간정보산업기사,산업기사급
해군,1007,자격,2330,측량및지형공간정보산업기사,
육군,3101,자격,C330,측량및지형공간정보산업기사,산업기사급
육군,3101,자격,2330,측량및지형공간정보산업기사,산업기사급
육군,3041,자격,C330,측량및지형공간정보산업기사,산업기사급
육군,3041,자격,2330,측량및지형공간정보산업기사,산업기사급
공군,BJ06,자격,2330,측량및지형공간정보산업기사,산업기사급
해병,BJ20,자격,0680,측량및지형공간정보기술사,기사급이상
해병,BJ07,자격,0680,측량및지형공간정보기술사,기사급이상
해병,BJ06,자격,0680,측량및지형공간정보기술사,기사급이상
해병,BJ01,자격,0680,측량및지형공간정보기술사,기사급이상
해병,3103,자격,0680,측량및지형공간정보기술사,기사급이상
해군,BJ06,자격,0680,측량및지형공간정보기술사,기사급이상
해군,BJ01,자격,0680,측량및지형공간정보기술사,기사급이상
해군,3007,자격,0680,측량및지형공간정보기술사,기사급이상
해군,1007,자격,0680,측량및지형공간정보기술사,
육군,3101,자격,0680,측량및지형공간정보기술사,기사급이상
육군,3041,자격,0680,측량및지형공간정보기술사,기사급이상
공군,BJ06,자격,0680,측량및지형공간정보기술사,기사급이상
해병,BJ20,자격,1380,측량및지형공간정보기사,기사급이상
해병,BJ07,자격,1380,측량및지형공간정보기사,기사급이상
해병,BJ06,자격,1380,측량및지형공간정보기사,기사급이상
해병,BJ01,자격,1380,측량및지형공간정보기사,기사급이상
해병,3103,자격,1380,측량및지형공간정보기사,기사급이상
해군,BJ06,자격,1380,측량및지형공간정보기사,기사급이상
해군,BJ01,자격,1380,측량및지형공간정보기사,기사급이상
해군,3007,자격,1380,측량및지형공간정보기사,기사급이상
해군,1007,자격,1380,측량및지형공간정보기사,
육군,3101,자격,1380,측량및지형공간정보기사,기사급이상
육군,3041,자격,1380,측량및지형공간정보기사,기사급이상
공군,BJ06,자격,1380,측량및지형공간정보기사,기사급이상
해병,BJ20,자격,E980,측량기능사,기능사급
해병,BJ20,자격,6980,측량기능사,기능사급
해병,BJ07,자격,6980,측량기능사,기능사급
해병,BJ06,자격,E980,측량기능사,기능사급
해병,BJ06,자격,6980,측량기능사,기능사급
해병,BJ01,자격,E980,측량기능사,기능사급
해병,BJ01,자격,6980,측량기능사,기능사급
해병,3103,자격,6980,측량기능사,기능사급
해군,BJ06,자격,6980,측량기능사,기능사급
해군,BJ01,자격,6980,측량기능사,기능사급
해군,3007,자격,6980,측량기능사,기능사급
해군,1007,자격,6980,측량기능사,
육군,3101,자격,6980,측량기능사,기능사급
육군,3041,자격,6980,측량기능사,기능사급
육군,3041,자격,E980,측량기능사,기능사급
공군,BJ06,자격,6980,측량기능사,기능사급
공군,BJ01,자격,E980,측량기능사,기능사급
공군,BJ01,자격,6980,측량기능사,기능사급
해병,BJ07,면허,A0215,측량관련교사,기사급이상
육군,3101,면허,A0215,측량관련교사,기사급이상
육군,3041,면허,A0215,측량관련교사,기사급이상
해병,BJ20,자격,N55D,측량·지리정보개발_L5,기사급이상
해병,BJ06,자격,N55D,측량·지리정보개발_L5,기사급이상
해병,BJ01,자격,N55D,측량·지리정보개발_L5,기사급이상
해군,BJ06,자격,N55D,측량·지리정보개발_L5,기사급이상
해군,BJ01,자격,N55D,측량·지리정보개발_L5,기사급이상
육군,3041,자격,N55D,측량·지리정보개발_L5,기사급이상
공군,BJ01,자격,N55D,측량·지리정보개발_L5,기사급이상
해병,BJ20,자격,N23D,측량·지리정보개발_L2,기능사급
해병,BJ20,자격,N25D,측량·지리정보개발_L2,기능사급
해병,BJ06,자격,N25D,측량·지리정보개발_L2,기능사급
해병,BJ06,자격,N23D,측량·지리정보개발_L2,기능사급
해병,BJ01,자격,N25D,측량·지리정보개발_L2,기능사급
해병,BJ01,자격,N23D,측량·지리정보개발_L2,기능사급
해군,BJ06,자격,N23D,측량·지리정보개발_L2,기능사급
해군,BJ06,자격,N25D,측량·지리정보개발_L2,기능사급
해군,BJ01,자격,N23D,측량·지리정보개발_L2,기능사급
해군,BJ01,자격,N25D,측량·지리정보개발_L2,기능사급
육군,3041,자격,N23D,측량·지리정보개발_L2,기능사급
육군,3041,자격,N25D,측량·지리정보개발_L2,기능사급
공군,BJ01,자격,N25D,측량·지리정보개발_L2,기능사급
공군,BJ01,자격,N23D,측량·지리정보개발_L2,기능사급
해병,BJ20,자격,N50D,측량？지리정보개발_L5,기사급이상
해병,BJ20,자격,5N0J,측량？지리정보개발_L5,기사급이상
해병,BJ06,자격,N50D,측량？지리정보개발_L5,기사급이상
해병,BJ06,자격,5N0J,측량？지리정보개발_L5,기사급이상
해병,BJ01,자격,5N0J,측량？지리정보개발_L5,기사급이상
해병,BJ01,자격,N50D,측량？지리정보개발_L5,기사급이상
해군,BJ06,자격,5N0J,측량？지리정보개발_L5,기사급이상
해군,BJ06,자격,N50D,측량？지리정보개발_L5,기사급이상
해군,BJ01,자격,5N0J,측량？지리정보개발_L5,기사급이상
해군,BJ01,자격,N50D,측량？지리정보개발_L5,기사급이상
육군,3041,자격,5N0J,측량？지리정보개발_L5,기사급이상
육군,3041,자격,N50D,측량？지리정보개발_L5,기사급이상
공군,BJ01,자격,N50D,측량？지리정보개발_L5,기사급이상
공군,BJ01,자격,5N0J,측량？지리정보개발_L5,기사급이상
해병,BJ20,자격,N20D,측량？지리정보개발_L2,기능사급
해병,BJ20,자격,2N0V,측량？지리정보개발_L2,기능사급
해병,BJ06,자격,N20D,측량？지리정보개발_L2,기능사급
해병,BJ06,자격,2N0V,측량？지리정보개발_L2,기능사급
해병,BJ01,자격,N20D,측량？지리정보개발_L2,기능사급
해병,BJ01,자격,2N0V,측량？지리정보개발_L2,기능사급
해군,BJ06,자격,N20D,측량？지리정보개발_L2,기능사급
해군,BJ06,자격,2N0V,측량？지리정보개발_L2,기능사급
해군,BJ01,자격,N20D,측량？지리정보개발_L2,기능사급
해군,BJ01,자격,2N0V,측량？지리정보개발_L2,기능사급
육군,3041,자격,2N0V,측량？지리정보개발_L2,기능사급
육군,3041,자격,N20D,측량？지리정보개발_L2,기능사급
공군,BJ01,자격,N20D,측량？지리정보개발_L2,기능사급
공군,BJ01,자격,2N0V,측량？지리정보개발_L2,기능사급
해병,BJ20,자격,V55A,출판콘텐츠연출가_L5,기사급이상
해병,BJ20,자격,V53A,출판콘텐츠연출가_L5,기사급이상
해병,BJ20,자격,V50A,출판콘텐츠연출가_L5,기사급이상
해병,BJ01,자격,V55A,출판콘텐츠연출가_L5,기사급이상
해병,BJ01,자격,V53A,출판콘텐츠연출가_L5,기사급이상
해병,BJ01,자격,V50A,출판콘텐츠연출가_L5,기사급이상
해군,BJ01,자격,V50A,출판콘텐츠연출가_L5,기사급이상
해군,BJ01,자격,V55A,출판콘텐츠연출가_L5,기사급이상
해군,BJ01,자격,V53A,출판콘텐츠연출가_L5,기사급이상
육군,1028,자격,V50A,출판콘텐츠연출가_L5,기사급이상
육군,1028,자격,V53A,출판콘텐츠연출가_L5,기사급이상
육군,1028,자격,V55A,출판콘텐츠연출가_L5,기사급이상
공군,BJ01,자격,V50A,출판콘텐츠연출가_L5,기사급이상
공군,BJ01,자격,V55A,출판콘텐츠연출가_L5,기사급이상
공군,BJ01,자격,V53A,출판콘텐츠연출가_L5,기사급이상
해병,BJ20,자격,V53B,출판에디터_L5,기사급이상
해병,BJ20,자격,V50B,출판에디터_L5,기사급이상
해병,BJ20,자격,V55B,출판에디터_L5,기사급이상
해병,BJ01,자격,V50B,출판에디터_L5,기사급이상
해병,BJ01,자격,V55B,출판에디터_L5,기사급이상
해병,BJ01,자격,V53B,출판에디터_L5,기사급이상
해군,BJ01,자격,V55B,출판에디터_L5,기사급이상
해군,BJ01,자격,V53B,출판에디터_L5,기사급이상
해군,BJ01,자격,V50B,출판에디터_L5,기사급이상
육군,1028,자격,V50B,출판에디터_L5,기사급이상
육군,1028,자격,V55B,출판에디터_L5,기사급이상
육군,1028,자격,V53B,출판에디터_L5,기사급이상
공군,BJ01,자격,V53B,출판에디터_L5,기사급이상
공군,BJ01,자격,V55B,출판에디터_L5,기사급이상
공군,BJ01,자격,V50B,출판에디터_L5,기사급이상
해병,BJ07,자격,7792,축소사진기능사,기능사급
육군,4102,자격,7792,축소사진기능사,기능사급
육군,4101,자격,7792,축소사진기능사,기능사급
해병,BJ20,자격,U33H,축산식품저장·유통_L3,산업기사급
해병,BJ20,자격,3U1C,축산식품저장·유통_L3,산업기사급
해병,BJ20,자격,U35H,축산식품저장·유통_L3,산업기사급
해병,BJ20,자격,U30H,축산식품저장·유통_L3,산업기사급
해병,BJ08,자격,U35H,축산식품저장·유통_L3,산업기사급
해병,BJ08,자격,U30H,축산식품저장·유통_L3,산업기사급
해병,BJ08,자격,3U1C,축산식품저장·유통_L3,산업기사급
해병,BJ08,자격,U33H,축산식품저장·유통_L3,산업기사급
해병,BJ01,자격,3U1C,축산식품저장·유통_L3,산업기사급
해병,BJ01,자격,U33H,축산식품저장·유통_L3,산업기사급
해병,BJ01,자격,U35H,축산식품저장·유통_L3,산업기사급
해병,BJ01,자격,U30H,축산식품저장·유통_L3,산업기사급
해군,BJ08,자격,3U1C,축산식품저장·유통_L3,산업기사급
해군,BJ08,자격,U30H,축산식품저장·유통_L3,산업기사급
해군,BJ08,자격,U33H,축산식품저장·유통_L3,산업기사급
해군,BJ08,자격,U35H,축산식품저장·유통_L3,산업기사급
해군,BJ01,자격,3U1C,축산식품저장·유통_L3,산업기사급
해군,BJ01,자격,U35H,축산식품저장·유통_L3,산업기사급
해군,BJ01,자격,U33H,축산식품저장·유통_L3,산업기사급
해군,BJ01,자격,U30H,축산식품저장·유통_L3,산업기사급
육군,8033,자격,U35H,축산식품저장·유통_L3,산업기사급
육군,8033,자격,3U1C,축산식품저장·유통_L3,산업기사급
육군,8033,자격,U33H,축산식품저장·유통_L3,산업기사급
육군,8033,자격,U30H,축산식품저장·유통_L3,산업기사급
공군,BJ01,자격,U33H,축산식품저장·유통_L3,산업기사급
공군,BJ01,자격,U35H,축산식품저장·유통_L3,산업기사급
공군,BJ01,자격,U30H,축산식품저장·유통_L3,산업기사급
공군,BJ01,자격,3U1C,축산식품저장·유통_L3,산업기사급
해병,3110,자격,7592,축산식품가공기능사,기능사급
해군,3011,자격,7592,축산식품가공기능사,기능사급
육군,8034,자격,7592,축산식품가공기능사,기능사급
공군,BJ01,자격,7592,축산식품가공기능사,기능사급
해병,BJ20,자격,U35B,축산식품가공_L3,산업기사급
해병,BJ20,자격,3U0Y,축산식품가공_L3,산업기사급
해병,BJ20,자격,3U0Z,축산식품가공_L3,산업기사급
해병,BJ20,자격,3U1B,축산식품가공_L3,산업기사급
해병,BJ20,자격,U30B,축산식품가공_L3,산업기사급
해병,BJ20,자격,3U1A,축산식품가공_L3,산업기사급
해병,BJ01,자격,3U0Z,축산식품가공_L3,산업기사급
해병,BJ01,자격,3U1B,축산식품가공_L3,산업기사급
해병,BJ01,자격,U35B,축산식품가공_L3,산업기사급
해병,BJ01,자격,U30B,축산식품가공_L3,산업기사급
해병,BJ01,자격,3U1A,축산식품가공_L3,산업기사급
해병,BJ01,자격,3U0Y,축산식품가공_L3,산업기사급
해군,BJ08,자격,3U1A,축산식품가공_L3,산업기사급
해군,BJ08,자격,U35B,축산식품가공_L3,산업기사급
해군,BJ08,자격,3U0Z,축산식품가공_L3,산업기사급
해군,BJ08,자격,3U1B,축산식품가공_L3,산업기사급
해군,BJ08,자격,3U0Y,축산식품가공_L3,산업기사급
해군,BJ08,자격,U30B,축산식품가공_L3,산업기사급
해군,BJ01,자격,3U1B,축산식품가공_L3,산업기사급
해군,BJ01,자격,3U0Y,축산식품가공_L3,산업기사급
해군,BJ01,자격,3U0Z,축산식품가공_L3,산업기사급
해군,BJ01,자격,U35B,축산식품가공_L3,산업기사급
해군,BJ01,자격,3U1A,축산식품가공_L3,산업기사급
해군,BJ01,자격,U30B,축산식품가공_L3,산업기사급
육군,8031,자격,3U0Y,축산식품가공_L3,산업기사급
육군,8031,자격,3U1B,축산식품가공_L3,산업기사급
육군,8031,자격,U30B,축산식품가공_L3,산업기사급
육군,8031,자격,U35B,축산식품가공_L3,산업기사급
육군,8031,자격,3U1A,축산식품가공_L3,산업기사급
육군,8031,자격,3U0Z,축산식품가공_L3,산업기사급
공군,BJ01,자격,3U0Z,축산식품가공_L3,산업기사급
공군,BJ01,자격,3U1B,축산식품가공_L3,산업기사급
공군,BJ01,자격,3U0Y,축산식품가공_L3,산업기사급
공군,BJ01,자격,U35B,축산식품가공_L3,산업기사급
공군,BJ01,자격,U30B,축산식품가공_L3,산업기사급
공군,BJ01,자격,3U1A,축산식품가공_L3,산업기사급
해병,BJ20,자격,U25C,축산식품가공_L2,기능사급
해병,BJ20,자격,U20C,축산식품가공_L2,기능사급
해병,BJ01,자격,U25C,축산식품가공_L2,기능사급
해병,BJ01,자격,U20C,축산식품가공_L2,기능사급
해군,BJ08,자격,U20C,축산식품가공_L2,기능사급
해군,BJ08,자격,U25C,축산식품가공_L2,기능사급
해군,BJ01,자격,U20C,축산식품가공_L2,기능사급
해군,BJ01,자격,U25C,축산식품가공_L2,기능사급
육군,8031,자격,U25C,축산식품가공_L2,기능사급
육군,8031,자격,U20C,축산식품가공_L2,기능사급
